hardware,batch,mode_id,status,gpu_count,lpu_count,pools,output_tps,ttft_s,tpot_ms,draft_prefix,reason
Vera-Rubin NV144 · 总GPU均分,64,all_gpu,feasible,144,0,main=144GPU,32089.912256301028,0.4671039838529123,1.8808163543434346,0,
Vera-Rubin NV144 · 总GPU均分,64,pd_gpu,feasible,144,0,prefill=72GPU; decode=72GPU,31396.749525109823,0.8693928637058244,2.044394570164946,0,
Vera-Rubin NV144 · 总GPU均分,64,pd_draft_gpu,feasible,144,0,prefill=48GPU; decode=48GPU; draft=48GPU,81701.99432657086,1.1671474687415133,1.0195420200272018,5,
Vera-Rubin NV144 · 总GPU均分,64,pd_draft_lpu,infeasible,144,256,prefill=72GPU; decode=72GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 总GPU均分,64,pafd_split_draft_lpu,infeasible,144,768,PA=72GPU; PF=256LPU; DA=72GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 43.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.656 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 总GPU均分,64,prefill_gpu_decode_lpu,infeasible,144,768,PA=72GPU; PF=72GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.728 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.656 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,64,all_gpu,feasible,144,0,main=144GPU,32089.912256301028,0.4671039838529123,1.8808163543434346,0,
Vera-Rubin NV144 · 每GPU池,64,pd_gpu,feasible,288,0,prefill=144GPU; decode=144GPU,34036.08686610753,0.4671039838529123,1.886285564912421,0,
Vera-Rubin NV144 · 每GPU池,64,pd_draft_gpu,feasible,432,0,prefill=144GPU; decode=144GPU; draft=144GPU,107086.59922700105,0.4671039838529123,0.8010277066146524,5,
Vera-Rubin NV144 · 每GPU池,64,pd_draft_lpu,infeasible,288,256,prefill=144GPU; decode=144GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,64,pafd_split_draft_lpu,infeasible,288,768,PA=144GPU; PF=256LPU; DA=144GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 43.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.656 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,64,prefill_gpu_decode_lpu,infeasible,288,768,PA=144GPU; PF=144GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.728 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.656 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.824 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 总GPU均分,128,all_gpu,feasible,72,0,main=72GPU,47493.862827626945,1.631550823261092,2.2973180878383843,0,
Vera-Rubin NV72 · 总GPU均分,128,pd_gpu,feasible,72,0,prefill=36GPU; decode=36GPU,50960.48287541365,1.7674820786473573,2.517832722192474,0,
Vera-Rubin NV72 · 总GPU均分,128,pd_draft_gpu,feasible,72,0,prefill=24GPU; decode=24GPU; draft=24GPU,75265.41964524511,4.442171723564812,2.268395445132606,4,
Vera-Rubin NV72 · 总GPU均分,128,pd_draft_lpu,infeasible,72,256,prefill=36GPU; decode=36GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 总GPU均分,128,pafd_split_draft_lpu,infeasible,72,768,PA=36GPU; PF=256LPU; DA=36GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 83.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 总GPU均分,128,prefill_gpu_decode_lpu,infeasible,72,768,PA=36GPU; PF=36GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.773 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 每GPU池,128,all_gpu,feasible,72,0,main=72GPU,47493.862827626945,1.631550823261092,2.2973180878383843,0,
Vera-Rubin NV72 · 每GPU池,128,pd_gpu,feasible,144,0,prefill=72GPU; decode=72GPU,55730.74895855023,1.631550823261092,2.308197900917749,0,
Vera-Rubin NV72 · 每GPU池,128,pd_draft_gpu,feasible,216,0,prefill=72GPU; decode=72GPU; draft=72GPU,143073.6356774217,1.631550823261092,1.2796811211162573,5,
Vera-Rubin NV72 · 每GPU池,128,pd_draft_lpu,infeasible,144,256,prefill=72GPU; decode=72GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 每GPU池,128,pafd_split_draft_lpu,infeasible,144,768,PA=72GPU; PF=256LPU; DA=72GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 83.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV72 · 每GPU池,128,prefill_gpu_decode_lpu,infeasible,144,768,PA=72GPU; PF=72GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.773 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 总GPU均分,128,all_gpu,feasible,144,0,main=144GPU,56474.59895666744,0.9342079677058246,2.0389253595959596,0,
Vera-Rubin NV144 · 总GPU均分,128,pd_gpu,feasible,144,0,prefill=72GPU; decode=72GPU,55730.74895855023,1.631550823261092,2.308197900917749,0,
Vera-Rubin NV144 · 总GPU均分,128,pd_draft_gpu,feasible,144,0,prefill=48GPU; decode=48GPU; draft=48GPU,117183.09639192716,2.333284944326498,1.5457406225795238,4,
Vera-Rubin NV144 · 总GPU均分,128,pd_draft_lpu,infeasible,144,256,prefill=72GPU; decode=72GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 总GPU均分,128,pafd_split_draft_lpu,infeasible,144,768,PA=72GPU; PF=256LPU; DA=72GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 83.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 总GPU均分,128,prefill_gpu_decode_lpu,infeasible,144,768,PA=72GPU; PF=72GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.773 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,128,all_gpu,feasible,144,0,main=144GPU,56474.59895666744,0.9342079677058246,2.0389253595959596,0,
Vera-Rubin NV144 · 每GPU池,128,pd_gpu,feasible,288,0,prefill=144GPU; decode=144GPU,62793.499050219645,0.9342079677058246,2.049805172675324,0,
Vera-Rubin NV144 · 每GPU池,128,pd_draft_gpu,feasible,432,0,prefill=144GPU; decode=144GPU; draft=144GPU,181610.96297615583,0.9342079677058246,1.0530947625680467,5,
Vera-Rubin NV144 · 每GPU池,128,pd_draft_lpu,infeasible,288,256,prefill=144GPU; decode=144GPU; draft=256LPU,,,,,"draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,128,pafd_split_draft_lpu,infeasible,288,768,PA=144GPU; PF=256LPU; DA=144GPU; DF=256LPU; draft=256LPU,,,,,"PF (groq-lpx3): requires 83.641 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
Vera-Rubin NV144 · 每GPU池,128,prefill_gpu_decode_lpu,infeasible,288,768,PA=144GPU; PF=144GPU; DA=256LPU; DF=256LPU; draft=256LPU,,,,,"DA (groq-lpx3): requires 2.773 GiB/device, available 0.500 GiB/device; DF (groq-lpx3): requires 3.670 GiB/device, available 0.500 GiB/device; draft (groq-lpx3): requires 0.845 GiB/device, available 0.500 GiB/device"
